id,person_id,kind,area,area_detail,time_spent,date_done,date_created
339,20,Practical (repetitive),House work,Garden,180,2010-01-17,2010-01-20 20:17:15
340,20,Theoretical,Community work,Visitors,30,2010-01-17,2010-01-20 20:18:56
341,20,Practical (once),Community work,Other,120,2010-01-18,2010-01-20 20:20:25
342,20,Theoretical,Community work,Other,60,2010-01-20,2010-01-20 20:22:19
343,45,Theoretical,Administration work,Supervisory Board,30,2010-01-17,2010-01-20 22:32:18
344,45,Meeting,Administration work,General meeting ,90,2010-01-17,2010-01-20 22:33:30
345,11,Meeting,Community work,Area Representatives,180,2010-01-19,2010-01-21 10:35:45
346,11,Theoretical,Community work,Community gathering,60,2010-01-20,2010-01-21 10:36:29
347,4,Meeting,Communication work,Events,120,2010-01-16,2010-01-21 12:22:47
348,4,Meeting,House work,Garden,120,2010-01-19,2010-01-21 12:24:03
349,4,Practical (repetitive),House work,Cooking,180,2010-01-21,2010-01-21 12:24:59
350,4,Meeting,Community work,Community gathering,120,2010-01-21,2010-01-21 12:26:04
351,40,Practical (repetitive),House work,Cleaning,60,2010-01-20,2010-01-21 14:20:05
352,40,Theoretical,Community work,Community building,300,2010-01-19,2010-01-21 14:23:27
353,40,Meeting,House work,Garden,60,2010-01-20,2010-01-21 14:25:58
354,40,Meeting,House work,Garden,120,2010-01-19,2010-01-21 14:27:16
355,9,Meeting,Administration work,Board of Directors,210,2010-01-19,2010-01-21 14:45:38
356,9,Theoretical,Administration work,Board of Directors,60,2010-01-20,2010-01-21 14:46:19
357,9,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-21 14:47:15
358,11,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-21 15:51:49
359,7,Practical (repetitive),House technic work,House technic work,30,2010-01-21,2010-01-21 17:08:25
360,7,Practical (repetitive),House technic work,House technic work,30,2010-01-20,2010-01-21 17:08:39
361,7,Practical (repetitive),House work,Garden,120,2010-01-21,2010-01-21 17:10:59
362,47,Practical (once),House technic work,Interior planning,180,2010-01-18,2010-01-21 17:18:03
363,47,Meeting,House work,House work,120,2010-01-19,2010-01-21 17:19:20
364,47,Practical (once),House technic work,Interior planning,120,2010-01-20,2010-01-21 17:20:14
365,47,Practical (once),House technic work,Network,150,2010-01-21,2010-01-21 17:20:53
366,13,Meeting,Community work,Community gathering,120,2010-01-21,2010-01-22 07:23:40
367,7,Practical (repetitive),House work,Garden,60,2010-01-22,2010-01-22 08:55:23
368,5,Practical (repetitive),Community work,Cake Day,120,2010-01-12,2010-01-22 13:50:18
369,5,Practical (repetitive),Community work,Cake Day,210,2010-01-13,2010-01-22 13:52:17
370,5,Practical (repetitive),Community work,Cake Day,60,2010-01-19,2010-01-22 13:55:14
371,5,Practical (repetitive),Other,,60,2010-01-18,2010-01-22 14:00:08
372,5,Practical (repetitive),Community work,Cake Day,360,2010-01-20,2010-01-22 14:02:54
373,34,Practical (once),Other,,210,2010-01-22,2010-01-22 14:43:14
374,34,Practical (repetitive),House work,Cooking,300,2010-01-14,2010-01-22 14:44:03
375,34,Meeting,Community work,Community gathering,180,2010-01-20,2010-01-22 14:45:25
376,35,Meeting,House work,House work,120,2010-01-17,2010-01-22 16:43:08
377,35,Meeting,House work,Fair Work System,120,2010-01-14,2010-01-22 16:44:26
378,35,Practical (repetitive),House work,House work,150,2010-01-12,2010-01-22 16:45:41
379,35,Practical (repetitive),House work,House work,180,2010-01-13,2010-01-22 16:46:21
380,35,Meeting,House work,House work,150,2010-01-21,2010-01-22 16:47:09
381,35,Practical (repetitive),House work,Cooking,120,2010-01-21,2010-01-22 16:47:55
382,41,Meeting,Community work,Cohabitation,120,2010-01-12,2010-01-22 18:55:27
383,41,Theoretical,Community work,Cohabitation,30,2010-01-12,2010-01-22 18:56:14
384,41,Practical (repetitive),House work,Garden,60,2010-01-09,2010-01-22 18:58:06
385,41,Practical (repetitive),House work,Garden,120,2010-01-14,2010-01-22 19:00:33
386,41,Practical (repetitive),House work,Cooking,60,2010-01-14,2010-01-22 19:01:28
387,41,Meeting,Administration work,General meeting ,120,2010-01-17,2010-01-22 19:04:47
388,41,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-22 19:06:22
389,32,Practical (repetitive),Community work,Movie Night,60,2010-01-18,2010-01-22 19:32:45
390,43,Practical (once),House technic work,Reactivation,30,2010-01-22,2010-01-23 05:53:39
391,43,Practical (once),House technic work,Reactivation,30,2010-01-21,2010-01-23 05:54:40
392,43,Practical (repetitive),Community work,Cake Day,240,2010-01-20,2010-01-23 05:55:39
393,17,Theoretical,House work,House work,180,2010-01-19,2010-01-23 06:55:04
394,17,Meeting,House work,Garden,60,2010-01-20,2010-01-23 06:55:34
395,17,Practical (once),House technic work,Reactivation,60,2010-01-20,2010-01-23 06:56:20
396,17,Practical (once),House work,Garden,180,2010-01-23,2010-01-25 08:00:11
397,25,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-23 07:27:52
398,25,Theoretical,Administration work,Board of Directors,90,2010-01-22,2010-01-23 07:28:36
399,25,Practical (repetitive),House technic work,House technic work,90,2010-01-21,2010-01-23 07:29:44
400,10,Theoretical,Administration work,Area Representatives,240,2010-01-19,2010-01-23 09:02:04
401,10,Theoretical,Community work,Community gathering,180,2010-01-21,2010-01-23 09:03:04
402,39,Practical (once),House work,House work,240,2010-01-14,2010-01-23 09:46:34
403,39,Practical (repetitive),House work,Garden,180,2010-01-12,2010-01-23 09:49:43
404,39,Practical (repetitive),Community work,Sport,90,2010-01-19,2010-01-23 09:51:37
405,39,Practical (repetitive),Community work,Sport,90,2010-01-17,2010-01-23 09:52:25
406,39,Practical (repetitive),Community work,Sport,270,2010-01-10,2010-01-23 09:55:21
407,39,Meeting,Communication work,Events,120,2010-01-16,2010-01-23 09:56:53
408,26,Practical (once),House technic work,House technic work,180,2010-01-22,2010-01-23 10:23:28
409,26,Practical (once),Other,,60,2010-01-14,2010-01-23 10:24:24
410,26,Practical (once),House work,Garden,60,2010-01-14,2010-01-23 10:25:26
411,26,Practical (once),Other,,30,2010-01-14,2010-01-23 10:28:05
412,26,Practical (once),House work,Garden,90,2010-01-07,2010-01-23 10:29:45
413,3,Theoretical,Community work,Community work,60,2010-01-21,2010-01-23 10:43:16
414,3,Meeting,Administration work,General meeting ,120,2010-01-17,2010-01-23 10:43:51
415,31,Practical (repetitive),House technic work,House technic work,90,2010-01-22,2010-01-23 11:00:17
416,31,Practical (repetitive),House work,Garden,60,2010-01-22,2010-01-23 11:01:50
417,31,Practical (once),House work,Garden,30,2010-01-22,2010-01-23 11:02:50
418,31,Meeting,Administration work,Supervisory Board,120,2010-01-23,2010-01-24 10:51:39
419,7,Practical (repetitive),House technic work,House technic work,30,2010-01-23,2010-01-23 13:26:04
421,43,Practical (repetitive),House work,Cleaning,60,2010-01-23,2010-01-23 14:34:53
422,27,Practical (once),House work,Garden,180,2010-01-23,2010-03-06 17:15:29
423,27,Practical (repetitive),House work,Garden,180,2010-01-18,2010-01-23 15:47:28
424,27,Meeting,Community work,Cohabitation,120,2010-01-12,2010-01-23 15:48:21
425,37,Practical (repetitive),House work,House work,30,2010-01-17,2010-01-23 16:05:08
426,13,Practical (repetitive),Communication work,Hotel,120,2010-01-23,2010-01-23 16:05:10
427,37,Meeting,Community work,Community gathering,150,2010-01-21,2010-01-23 16:07:18
428,37,Theoretical,Communication work,Events,30,2010-01-23,2010-01-23 16:09:36
429,39,Practical (repetitive),Communication work,Hotel,120,2010-01-23,2010-01-23 17:17:40
430,18,Theoretical,Other,,150,2010-01-22,2010-01-23 20:52:10
431,45,Meeting,Administration work,Supervisory Board,120,2010-01-23,2010-01-23 21:41:57
432,15,Meeting,Administration work,Supervisory Board,120,2010-01-23,2010-01-23 22:27:12
433,15,Theoretical,Administration work,Supervisory Board,90,2010-01-23,2010-01-23 22:27:58
434,15,Practical (once),House technic work,Reactivation,60,2010-01-22,2010-01-23 22:29:27
435,15,Meeting,Community work,Community gathering,150,2010-01-21,2010-01-23 22:31:33
436,15,Meeting,Administration work,General meeting ,120,2010-01-17,2010-01-23 22:32:43
437,15,Meeting,House work,Garden,60,2010-01-19,2010-01-23 22:33:54
438,15,Practical (repetitive),Community work,Community work,180,2010-01-23,2010-01-23 22:35:19
439,33,Practical (repetitive),House work,Cooking,600,2010-01-21,2010-01-24 01:11:00
440,2,Meeting,Community work,Community action,90,2010-01-17,2010-01-24 06:27:36
442,2,Practical (once),House work,Garden,150,2010-01-21,2010-01-24 06:29:34
443,2,Theoretical,Community work,Community action,60,2010-01-20,2010-01-24 06:30:28
444,2,Theoretical,Community work,Visitors,30,2010-01-23,2010-01-24 06:31:46
446,2,Practical (repetitive),House work,Garden,90,2010-01-20,2010-01-24 06:33:29
448,2,Meeting,Community work,Community gathering,150,2010-01-21,2010-01-24 06:35:55
449,30,Practical (repetitive),House work,Garden,120,2010-01-19,2010-01-24 06:45:53
450,30,Practical (repetitive),House work,Cooking,90,2010-01-21,2010-01-24 06:48:00
451,30,Theoretical,Community work,Community building,60,2010-01-18,2010-01-24 06:49:22
452,30,Theoretical,Community work,AK Kommunikationsformen,90,2010-01-20,2010-01-24 06:51:45
453,30,Meeting,Community work,Community gathering,150,2010-01-21,2010-01-24 06:54:10
454,30,Practical (repetitive),House work,Cooking,30,2010-01-20,2010-01-24 06:56:00
455,30,Practical (repetitive),House work,Cleaning,90,2010-01-23,2010-01-24 06:59:01
456,10,Meeting,Communication work,Communication work,90,2010-01-23,2010-01-24 07:22:25
457,42,Theoretical,Communication work,Public relations,60,2010-01-24,2010-01-24 07:47:13
458,42,Theoretical,Communication work,Public relations,60,2010-01-23,2010-01-24 07:47:47
459,42,Meeting,Community work,AK Kommunikationsformen,60,2010-01-20,2010-01-24 07:48:35
460,42,Theoretical,Community work,Other,60,2010-01-20,2010-01-24 07:49:24
461,42,Practical (once),House work,Garden,120,2010-01-14,2010-01-24 07:51:05
462,42,Theoretical,Communication work,Public relations,60,2010-01-17,2010-01-24 07:52:02
463,42,Theoretical,Communication work,Public relations,60,2010-01-17,2010-01-24 08:45:35
464,12,Meeting,Community work,Community gathering,120,2010-01-21,2010-01-24 10:14:29
465,12,Meeting,House work,House work,120,2010-01-09,2010-01-24 10:14:56
466,12,Theoretical,House work,House work,60,2010-01-09,2010-01-24 10:15:16
467,12,Practical (repetitive),House work,Garden,60,2010-01-01,2010-01-24 10:33:28
468,31,Practical (repetitive),House technic work,House technic work,60,2010-01-23,2010-01-24 10:52:22
469,31,Theoretical,House technic work,House technic work,120,2010-01-24,2010-01-24 10:53:48
470,44,Practical (repetitive),House work,Garden,30,2010-01-16,2010-01-24 17:49:23
471,44,Practical (repetitive),House work,Garden,30,2010-01-18,2010-01-24 17:49:57
472,44,Practical (repetitive),House work,Garden,30,2010-01-19,2010-01-24 17:50:11
473,44,Practical (repetitive),House work,Garden,30,2010-01-21,2010-01-24 17:50:39
474,44,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-24 17:51:40
475,44,Theoretical,Communication work,Events,30,2010-01-21,2010-01-24 17:52:27
476,44,Theoretical,Communication work,Events,120,2010-01-24,2010-01-24 17:53:01
477,50,Practical (repetitive),Communication work,Events,90,2010-01-03,2010-01-24 19:23:01
478,50,Practical (repetitive),Community work,Other,180,2010-01-13,2010-01-24 19:24:16
479,50,Practical (repetitive),Community work,Other,180,2010-01-06,2010-01-24 19:24:49
480,50,Practical (repetitive),Community work,Other,120,2010-01-08,2010-01-24 19:32:01
481,50,Practical (repetitive),Community work,Other,120,2010-01-01,2010-01-24 19:32:45
482,25,Meeting,Administration work,Board of Directors,210,2010-01-24,2010-01-24 21:50:15
483,17,Theoretical,House work,House work,60,2010-01-25,2010-01-25 08:01:26
484,51,Practical (once),House work,Garden,180,2010-01-14,2010-01-25 14:54:44
485,51,Meeting,House work,Garden,120,2010-01-19,2010-01-26 11:07:31
486,44,Theoretical,Communication work,Events,90,2010-01-25,2010-01-25 18:45:44
487,29,Meeting,Administration work,General meeting ,120,2010-01-17,2010-01-25 19:02:47
488,29,Practical (repetitive),House work,Garden,120,2010-01-17,2010-01-25 19:04:33
489,29,Practical (repetitive),House work,Garden,90,2010-01-19,2010-01-25 19:05:51
490,29,Meeting,House work,Garden,120,2010-01-25,2010-01-25 19:07:01
491,8,Meeting,House technic work,Outdoor planning,150,2010-01-19,2010-01-25 20:24:53
492,8,Theoretical,House technic work,Reactivation,240,2010-01-25,2010-01-25 20:26:08
493,8,Theoretical,House work,Garden,120,2010-01-26,2010-01-25 20:27:29
494,11,Theoretical,Community work,Community gathering,120,2010-01-25,2010-01-25 20:51:27
495,25,Theoretical,Administration work,Board of Directors,150,2010-01-25,2010-01-26 06:55:41
496,52,Theoretical,Community work,Other,90,2010-01-21,2010-01-26 09:06:17
497,52,Theoretical,House work,Cleaning,150,2010-01-25,2010-01-26 09:07:23
498,52,Practical (once),House work,Cleaning,120,2010-01-26,2010-01-26 09:08:21
499,51,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-26 11:04:11
500,51,Meeting,Administration work,General meeting ,120,2010-01-17,2010-01-26 11:05:52
501,51,Meeting,Administration work,Other,120,2010-01-07,2010-01-26 11:06:38
502,43,Practical (repetitive),Community work,Cake Day,60,2010-01-25,2010-01-26 12:32:04
503,43,Meeting,House work,Garden,120,2010-01-25,2010-01-26 12:32:57
504,53,Practical (repetitive),House work,Garden,90,2010-01-04,2010-01-26 13:43:19
505,53,Practical (repetitive),House work,House work,30,2010-01-08,2010-01-26 13:48:39
506,53,Practical (repetitive),House work,Cooking,30,2010-01-09,2010-01-26 13:51:26
507,53,Meeting,House work,House work,120,2010-01-09,2010-01-26 13:52:55
508,53,Practical (repetitive),House work,Garden,90,2010-01-12,2010-01-26 13:54:42
509,53,Practical (repetitive),House work,Cooking,360,2010-01-14,2010-01-26 13:56:32
510,53,Practical (repetitive),House work,House work,120,2010-01-16,2010-01-26 13:58:33
511,53,Practical (repetitive),House work,Garden,60,2010-01-24,2010-01-26 14:00:12
512,53,Meeting,House work,Garden,120,2010-01-25,2010-01-26 14:00:59
513,10,Meeting,Administration work,Board of Directors,120,2010-01-24,2010-01-26 16:20:07
514,10,Theoretical,Administration work,Board of Directors,90,2010-01-26,2010-01-26 16:20:50
515,2,Theoretical,Community work,Visitors,90,2010-01-27,2010-01-27 06:44:31
516,20,Meeting,Community work,Community gathering,150,2010-01-21,2010-01-27 10:08:37
518,20,Practical (repetitive),House work,Cleaning,60,2010-01-23,2010-01-27 10:10:00
519,20,Theoretical,House work,Room maintenance,30,2010-01-23,2010-01-27 10:11:14
520,20,Theoretical,Community work,Visitors,30,2010-01-23,2010-01-27 10:12:13
521,20,Theoretical,Community work,Visitors,60,2010-01-24,2010-01-27 10:14:32
522,20,Theoretical,Community work,Visitors,30,2010-01-26,2010-01-27 10:15:53
523,20,Practical (repetitive),House work,Garden,60,2010-01-26,2010-01-27 10:16:27
524,20,Practical (repetitive),House work,Garden,120,2010-01-26,2010-01-27 10:18:33
525,20,Theoretical,Community work,Community work,180,2010-01-23,2010-01-27 10:23:04
526,31,Theoretical,House technic work,House technic work,180,2010-01-26,2010-01-27 18:44:04
527,31,Theoretical,House technic work,House technic work,60,2010-01-26,2010-01-27 18:44:48
528,31,Practical (repetitive),House technic work,House technic work,60,2010-01-26,2010-01-27 18:45:28
529,31,Practical (repetitive),House work,Garden,60,2010-01-26,2010-01-27 18:46:42
530,31,Theoretical,House technic work,House technic work,60,2010-01-27,2010-01-27 18:48:22
531,47,Practical (once),House work,Garden,90,2010-01-23,2010-01-27 19:16:44
532,47,Practical (once),House technic work,Interior planning,150,2010-01-23,2010-01-27 19:17:25
533,47,Practical (once),House technic work,Interior planning,120,2010-01-24,2010-01-27 19:18:10
534,47,Practical (repetitive),House technic work,Outdoor planning,60,2010-01-25,2010-01-27 19:18:48
535,47,Practical (once),House technic work,Interior planning,120,2010-01-26,2010-01-27 19:19:21
536,11,Practical (repetitive),House work,Garden,60,2010-01-28,2010-01-28 12:55:45
537,32,Practical (repetitive),Community work,Other,120,2010-01-28,2010-01-28 13:39:51
538,7,Practical (repetitive),House work,Garden,60,2010-01-28,2010-01-28 14:31:26
539,7,Practical (repetitive),House technic work,House technic work,30,2010-01-28,2010-01-28 14:31:38
540,37,Practical (once),House work,Room maintenance,150,2010-01-28,2010-01-29 14:06:08
541,54,Practical (repetitive),House technic work,House technic work,60,2010-01-02,2010-03-06 21:58:48
542,54,Theoretical,Community work,Community building,90,2010-01-05,2010-01-28 15:41:07
543,54,Meeting,Community work,Community building,60,2010-01-05,2010-01-28 15:42:20
544,54,Meeting,Community work,Community work,120,2010-01-07,2010-01-28 15:44:53
546,54,Meeting,Community work,Community building,90,2010-01-16,2010-01-28 15:47:34
547,54,Meeting,Community work,Community work,90,2010-01-17,2010-01-28 15:50:43
548,54,Theoretical,Community work,Community building,300,2010-01-19,2010-01-28 15:52:28
549,54,Meeting,Community work,Community work,150,2010-01-21,2010-01-28 15:57:35
550,54,Practical (once),House work,Garden,150,2010-01-28,2010-01-28 15:56:39
551,54,Meeting,Community work,Trustmangement,150,2010-01-09,2010-01-28 15:59:42
552,22,Meeting,House technic work,House technic work,120,2010-01-22,2010-01-28 16:09:30
553,22,Meeting,Administration work,General meeting ,120,2010-01-17,2010-01-28 16:11:40
554,22,Meeting,Community work,Community gathering,180,2010-01-21,2010-01-28 16:14:05
555,23,Practical (repetitive),House work,Garden,60,2010-01-27,2010-01-28 16:26:26
556,23,Practical (once),House technic work,Reactivation,90,2010-01-28,2010-01-28 16:27:39
557,23,Practical (repetitive),House work,Garden,60,2010-01-28,2010-01-28 16:28:23
558,13,Meeting,Communication work,Hotel,120,2010-01-27,2010-01-29 08:17:31
559,36,Practical (repetitive),House work,Fair Work System,600,2010-01-04,2010-01-29 10:55:15
560,36,Practical (once),House work,Fair Work System,600,2010-01-07,2010-01-29 10:57:22
561,36,Meeting,House work,Fair Work System,600,2010-01-02,2010-01-29 11:00:44
562,36,Meeting,House work,Garden,150,2010-01-09,2010-01-29 11:01:25
563,36,Practical (once),House work,Cooking,720,2010-01-21,2010-01-29 11:03:40
564,20,Theoretical,Community work,Visitors,30,2010-01-29,2010-01-29 12:33:53
565,20,Practical (repetitive),House work,Garden,210,2010-01-28,2010-01-29 12:35:43
566,20,Practical (repetitive),Community work,Other,90,2010-01-29,2010-01-29 12:37:28
567,37,Practical (repetitive),House work,Cleaning,60,2010-01-29,2010-01-29 14:06:49
568,25,Practical (once),Other,,240,2010-01-28,2010-01-29 16:41:18
569,25,Theoretical,Administration work,Board of Directors,120,2010-01-29,2010-01-29 16:43:09
570,25,Practical (repetitive),House technic work,House technic work,90,2010-01-26,2010-01-29 16:45:54
571,25,Theoretical,House technic work,House technic work,60,2010-01-26,2010-01-29 16:47:25
572,7,Practical (once),House work,Garden,60,2010-01-29,2010-01-29 17:16:38
573,8,Practical (repetitive),House work,Garden,240,2010-01-28,2010-01-29 17:28:18
574,8,Practical (repetitive),Community work,Community work,120,2010-01-29,2010-01-29 17:30:37
575,14,Meeting,House technic work,Interior planning,90,2010-01-26,2010-01-30 16:29:05
576,14,Practical (once),House work,Room maintenance,270,2010-01-28,2010-01-30 16:30:43
577,44,Practical (once),Other,,150,2010-01-28,2010-01-30 18:16:00
578,21,Practical (repetitive),House work,Garden,150,2010-01-23,2010-01-30 18:30:26
579,21,Practical (repetitive),Communication work,Hotel,60,2010-01-23,2010-01-30 18:32:38
580,21,Practical (repetitive),House work,Garden,30,2010-01-25,2010-01-30 18:34:54
581,21,Practical (once),House technic work,Reactivation,120,2010-01-28,2010-01-30 18:38:03
582,7,Practical (repetitive),House technic work,House technic work,30,2010-01-30,2010-01-30 19:10:04
583,10,Theoretical,Administration work,Area Representatives,60,2010-01-29,2010-01-31 11:33:34
584,10,Practical (repetitive),House work,Garden,120,2010-01-28,2010-01-31 11:34:52
585,44,Practical (once),Other,,120,2010-01-31,2010-01-31 12:18:57
586,22,Practical (once),House technic work,Interior planning,90,2010-01-31,2010-01-31 13:21:07
587,27,Practical (once),Community work,Community action,240,2010-01-28,2010-01-31 15:08:06
588,27,Practical (once),Other,,60,2010-01-29,2010-01-31 15:12:36
589,27,Theoretical,Community work,Community work,90,2010-01-31,2010-01-31 15:10:55
590,27,Practical (repetitive),Other,,60,2010-01-31,2010-01-31 15:11:45
591,7,Practical (repetitive),House technic work,House technic work,30,2010-01-31,2010-01-31 17:51:52
592,7,Practical (repetitive),House technic work,Reactivation,90,2010-01-31,2010-01-31 17:54:00
593,44,Practical (once),Other,,90,2010-01-31,2010-01-31 19:18:07
594,3,Theoretical,House technic work,Network,480,2010-01-31,2010-01-31 21:37:56
595,44,Theoretical,Communication work,Events,90,2010-03-01,2010-03-01 16:11:26
596,37,Theoretical,Communication work,Events,60,2010-03-01,2010-03-01 16:24:53
597,34,Practical (repetitive),Other,,150,2010-01-23,2010-03-01 21:50:35
598,14,Practical (once),Community work,Other,60,2010-01-31,2010-03-01 22:09:17
599,14,Theoretical,House technic work,Interior planning,90,2010-03-01,2010-03-01 22:10:43
600,4,Practical (repetitive),House work,Garden,60,2010-01-28,2010-03-02 07:04:55
601,4,Practical (once),House work,Cleaning,240,2010-01-28,2010-03-02 07:06:26
603,4,Meeting,Communication work,Events,120,2010-01-16,2010-03-02 07:10:03
604,4,Meeting,House work,Garden,90,2010-01-19,2010-03-02 07:10:54
605,43,Practical (repetitive),Community work,Cake Day,90,2010-03-02,2010-03-02 19:16:35
606,43,Practical (repetitive),House work,Garden,120,2010-01-28,2010-03-02 19:18:13
607,24,Meeting,Community work,Cake Day,120,2010-01-30,2010-03-02 19:56:21
608,24,Meeting,House work,Room maintenance,120,2010-01-31,2010-03-02 19:58:31
609,24,Meeting,House work,House work,120,2010-01-19,2010-03-02 20:05:19
610,24,Practical (repetitive),Community work,Community action,90,2010-01-23,2010-03-02 20:06:12
611,24,Practical (repetitive),Community work,Community action,90,2010-01-25,2010-03-02 20:07:08
612,24,Practical (repetitive),Community work,Community action,90,2010-01-30,2010-03-02 20:08:11
613,24,Practical (once),Community work,Cake Day,180,2010-01-24,2010-03-02 20:09:37
614,7,Practical (repetitive),House technic work,House technic work,30,2010-03-02,2010-03-02 20:39:24
615,41,Practical (repetitive),House work,Garden,120,2010-01-28,2010-03-02 21:47:10
616,41,Practical (repetitive),House work,Cooking,60,2010-01-21,2010-03-02 21:49:43
617,22,Meeting,House technic work,House technic work,120,2010-03-01,2010-03-03 17:01:53
618,22,Meeting,House technic work,House technic work,150,2010-03-03,2010-03-03 20:38:15
619,14,Practical (once),House work,Room maintenance,90,2010-03-02,2010-03-03 17:37:44
620,14,Theoretical,House technic work,House technic work,60,2010-03-03,2010-03-03 17:39:02
621,14,Meeting,House technic work,House technic work,120,2010-03-03,2010-03-03 17:40:00
622,31,Theoretical,House technic work,House technic work,120,2010-03-03,2010-03-03 18:49:44
623,31,Theoretical,House technic work,House technic work,90,2010-03-02,2010-03-03 18:50:30
624,8,Practical (repetitive),House work,Errands,150,2010-03-03,2010-03-03 20:47:09
625,8,Practical (once),House work,House work,240,2010-03-02,2010-03-03 20:48:35
626,8,Meeting,House technic work,House technic work,150,2010-03-03,2010-03-03 20:49:26
627,7,Practical (repetitive),House technic work,House technic work,30,2010-03-03,2010-03-03 21:06:51
628,7,Practical (repetitive),House technic work,House technic work,60,2010-03-03,2010-03-03 21:07:59
629,7,Meeting,House technic work,House technic work,150,2010-03-03,2010-03-03 21:09:10
630,34,Theoretical,House work,Room maintenance,30,2010-03-03,2010-03-04 06:28:49
631,34,Practical (repetitive),House work,Room maintenance,180,2010-03-04,2010-03-05 21:16:32
632,22,Practical (repetitive),House work,Cooking,270,2010-03-04,2010-03-04 15:03:47
633,7,Practical (repetitive),House technic work,House technic work,180,2010-03-04,2010-03-04 19:40:38
634,7,Practical (once),House work,Garden,30,2010-03-04,2010-03-04 22:29:48
635,1,Practical (once),House technic work,House technic work,480,2010-03-04,2010-03-05 07:01:39
636,1,Meeting,Community work,Community gathering,180,2010-01-21,2010-03-05 07:04:52
637,1,Theoretical,Community work,Community gathering,240,2010-01-17,2010-03-05 07:07:02
638,1,Practical (repetitive),House technic work,House technic work,90,2010-03-04,2010-03-05 07:08:38
639,20,Practical (once),Community work,Movie Night,60,2010-01-30,2010-03-05 08:24:14
640,20,Practical (once),Community work,Movie Night,210,2010-03-01,2010-03-05 08:26:14
641,20,Practical (repetitive),House work,Garden,60,2010-03-02,2010-03-05 08:27:31
642,20,Theoretical,House work,Room maintenance,30,2010-03-03,2010-03-05 08:28:47
643,20,Practical (once),House work,Room maintenance,180,2010-03-04,2010-03-05 08:30:08
644,20,Practical (repetitive),House work,Garden,60,2010-03-04,2010-03-05 08:31:11
645,20,Practical (once),Community work,Other,90,2010-03-03,2010-03-05 09:11:44
646,20,Theoretical,Community work,Visitors,30,2010-03-03,2010-03-05 09:12:42
647,17,Meeting,Community work,Area Representatives,240,2010-03-02,2010-03-05 16:35:18
